Mesh_area,Open_year,Familymart_Entry,LAWSON_Entry,Familymart_existed,LAWSON_existed,pop,n_employee,super_count,F_count,L_count
392736804,2011,0,0,0,0,269,129,0,1,0
392736804,2012,0,0,0,0,269,159,0,1,0
392736804,2013,1,0,0,0,269,159,0,1,0
392736804,2014,0,0,1,0,269,159,0,1,0
392736804,2015,0,0,1,0,406,159,0,1,0
392736804,2016,0,0,1,0,406,564,0,1,0
392736804,2017,0,0,1,0,406,564,0,1,0
392736804,2018,0,0,1,0,406,564,0,1,0
392736814,2011,0,0,0,0,2531,129,1,1,0
392736814,2012,0,0,0,0,2531,449,1,1,0
392736814,2013,0,0,0,0,2531,449,1,1,0
392736814,2014,0,0,0,0,2531,449,1,1,0
392736814,2015,0,0,0,0,2476,449,1,1,0
392736814,2016,1,0,0,0,2476,473,1,1,0
392736814,2017,0,0,1,0,2476,473,1,1,0
392736814,2018,0,0,1,0,2476,473,1,1,0
392736824,2011,0,0,0,0,2466,129,0,1,0
392736824,2012,0,0,0,0,2466,129,0,1,0
392736824,2013,1,0,0,0,2466,129,0,1,0
392736824,2014,0,0,1,0,2466,129,0,1,0
392736824,2015,0,0,1,0,2449,129,0,1,0
392736824,2016,0,0,1,0,2449,227,0,1,0
392736824,2017,0,0,1,0,2449,227,0,1,0
392736824,2018,0,0,1,0,2449,227,0,1,0
392736841,2011,0,0,0,0,1177,129,1,1,0
392736841,2012,0,0,0,0,1177,129,1,1,0
392736841,2013,0,0,0,0,1177,129,1,1,0
392736841,2014,0,0,0,0,1177,129,1,1,0
392736841,2015,0,0,0,0,1238,129,1,1,0
392736841,2016,1,0,0,0,1238,314,1,1,0
392736841,2017,0,0,1,0,1238,314,1,1,0
392736841,2018,0,0,1,0,1238,314,1,1,0
392736844,2011,0,0,0,0,1225,129,0,1,0
392736844,2012,0,0,0,0,1225,129,0,1,0
392736844,2013,0,0,0,0,1225,129,0,1,0
392736844,2014,0,0,0,0,1225,129,0,1,0
392736844,2015,0,0,0,0,1103,129,0,1,0
392736844,2016,1,0,0,0,1103,432,0,1,0
392736844,2017,0,0,1,0,1103,432,0,1,0
392736844,2018,0,0,1,0,1103,432,0,1,0
392736861,2011,0,0,0,1,2725,251,1,1,0
392736861,2012,0,0,0,1,2725,733,1,1,0
392736861,2013,0,0,0,1,2725,733,1,1,0
392736861,2014,0,0,0,1,2725,733,1,1,0
392736861,2015,1,0,0,1,2927,733,1,1,0
392736861,2016,0,0,1,1,2927,868,1,1,0
392736861,2017,0,0,1,1,2927,868,1,1,0
392736861,2018,0,0,1,1,2927,868,1,1,0
392736863,2011,0,0,0,0,1727,251,1,1,0
392736863,2012,1,0,0,0,1727,701,1,1,0
392736863,2013,0,0,1,0,1727,701,1,1,0
392736863,2014,0,0,1,0,1727,701,1,1,0
392736863,2015,0,0,1,0,1760,701,1,1,0
392736863,2016,0,0,1,0,1760,810,1,1,0
392736863,2017,0,0,1,0,1760,810,1,1,0
392736863,2018,0,0,1,0,1760,810,1,1,0
392736864,2011,0,0,0,0,991,251,2,1,0
392736864,2012,0,0,0,0,991,489,2,1,0
392736864,2013,0,0,0,0,991,489,2,1,0
392736864,2014,0,0,0,0,991,489,2,1,0
392736864,2015,0,0,0,0,1062,489,2,1,0
392736864,2016,0,0,0,0,1062,466,2,1,0
392736864,2017,0,0,0,0,1062,466,2,1,0
392736864,2018,1,0,0,0,1062,466,2,1,0
392736902,2011,0,0,0,0,5,129,0,0,1
392736902,2012,0,0,0,0,5,3,0,0,1
392736902,2013,0,0,0,0,5,3,0,0,1
392736902,2014,0,0,0,0,5,3,0,0,1
392736902,2015,0,0,0,0,77,3,0,0,1
392736902,2016,0,0,0,0,77,2,0,0,1
392736902,2017,0,0,0,0,77,2,0,0,1
392736902,2018,0,1,0,0,77,2,0,0,1
392736922,2011,0,0,0,1,1462,129,2,1,0
392736922,2012,0,0,0,1,1462,129,2,1,0
392736922,2013,0,0,0,1,1462,129,2,1,0
392736922,2014,1,0,0,1,1462,129,2,1,0
392736922,2015,0,0,1,1,1528,129,2,1,0
392736922,2016,0,0,1,1,1528,775,2,1,0
392736922,2017,0,0,1,1,1528,775,2,1,0
392736922,2018,0,0,1,1,1528,775,2,1,0
392736931,2011,0,0,0,0,1847,129,1,0,1
392736931,2012,0,0,0,0,1847,129,1,0,1
392736931,2013,0,0,0,0,1847,129,1,0,1
392736931,2014,0,1,0,0,1847,129,1,0,1
392736931,2015,0,0,0,1,1959,129,1,0,1
392736931,2016,0,0,0,1,1959,430,1,0,1
392736931,2017,0,0,0,1,1959,430,1,0,1
392736931,2018,0,0,0,1,1959,430,1,0,1
392736943,2011,0,0,0,0,2691,129,0,0,1
392736943,2012,0,0,0,0,2691,129,0,0,1
392736943,2013,0,0,0,0,2691,129,0,0,1
392736943,2014,0,0,0,0,2691,129,0,0,1
392736943,2015,0,0,0,0,2819,129,0,0,1
392736943,2016,0,0,0,0,2819,213,0,0,1
392736943,2017,0,1,0,0,2819,213,0,0,1
392736943,2018,0,0,0,1,2819,213,0,0,1
392736944,2011,0,0,0,0,1982,129,0,0,1
392736944,2012,0,0,0,0,1982,129,0,0,1
392736944,2013,0,0,0,0,1982,129,0,0,1
392736944,2014,0,0,0,0,1982,129,0,0,1
392736944,2015,0,0,0,0,1994,129,0,0,1
392736944,2016,0,0,0,0,1994,339,0,0,1
392736944,2017,0,1,0,0,1994,339,0,0,1
392736944,2018,0,0,0,1,1994,339,0,0,1
392736961,2011,0,0,0,0,1252,251,0,0,1
392736961,2012,0,0,0,0,1252,113,0,0,1
392736961,2013,0,0,0,0,1252,113,0,0,1
392736961,2014,0,0,0,0,1252,113,0,0,1
392736961,2015,0,0,0,0,1517,113,0,0,1
392736961,2016,0,0,0,0,1517,100,0,0,1
392736961,2017,0,0,0,0,1517,100,0,0,1
392736961,2018,0,1,0,0,1517,100,0,0,1
392736964,2011,0,0,1,1,2263,251,0,0,1
392736964,2012,0,0,1,1,2263,375,0,0,1
392736964,2013,0,0,1,1,2263,375,0,0,1
392736964,2014,0,0,1,1,2263,375,0,0,1
392736964,2015,0,0,1,1,2644,375,0,0,1
392736964,2016,0,1,1,1,2644,312,0,0,1
392736964,2017,0,0,1,2,2644,312,0,0,1
392736964,2018,0,0,1,2,2644,312,0,0,1
392737903,2011,0,0,0,0,341,102,0,1,0
392737903,2012,0,0,0,0,341,7,0,1,0
392737903,2013,0,0,0,0,341,7,0,1,0
392737903,2014,0,0,0,0,341,7,0,1,0
392737903,2015,1,0,0,0,284,7,0,1,0
392737903,2016,0,0,1,0,284,10,0,1,0
392737903,2017,0,0,1,0,284,10,0,1,0
392737903,2018,0,0,1,0,284,10,0,1,0
392737911,2011,0,0,0,0,1488,102,1,1,1
392737911,2012,0,0,0,0,1488,316,1,1,1
392737911,2013,0,1,0,0,1488,316,1,1,1
392737911,2014,0,0,0,1,1488,316,1,1,1
392737911,2015,0,0,0,1,1499,316,1,1,1
392737911,2016,0,0,0,1,1499,341,1,1,1
392737911,2017,1,0,0,1,1499,341,1,1,1
392737911,2018,0,0,1,1,1499,341,1,1,1
392737912,2011,0,0,0,0,252,102,0,0,1
392737912,2012,0,0,0,0,252,24,0,0,1
392737912,2013,0,0,0,0,252,24,0,0,1
392737912,2014,0,0,0,0,252,24,0,0,1
392737912,2015,0,0,0,0,291,24,0,0,1
392737912,2016,0,1,0,0,291,15,0,0,1
392737912,2017,0,0,0,1,291,15,0,0,1
392737912,2018,0,0,0,1,291,15,0,0,1
392745494,2011,0,0,0,0,1034,129,1,1,0
392745494,2012,0,0,0,0,1034,157,1,1,0
392745494,2013,0,0,0,0,1034,157,1,1,0
392745494,2014,0,0,0,0,1034,157,1,1,0
392745494,2015,0,0,0,0,1095,157,1,1,0
392745494,2016,1,0,0,0,1095,189,1,1,0
392745494,2017,0,0,1,0,1095,189,1,1,0
392745494,2018,0,0,1,0,1095,189,1,1,0
392745683,2011,1,0,0,0,1419,129,1,1,0
392745683,2012,0,0,1,0,1419,295,1,1,0
392745683,2013,0,0,1,0,1419,295,1,1,0
392745683,2014,0,0,1,0,1419,295,1,1,0
392745683,2015,0,0,1,0,1377,295,1,1,0
392745683,2016,0,0,1,0,1377,368,1,1,0
392745683,2017,0,0,1,0,1377,368,1,1,0
392745683,2018,0,0,1,0,1377,368,1,1,0
392745894,2011,0,0,0,0,253,129,0,1,0
392745894,2012,0,0,0,0,253,53,0,1,0
392745894,2013,0,0,0,0,253,53,0,1,0
392745894,2014,0,0,0,0,253,53,0,1,0
392745894,2015,0,0,0,0,289,53,0,1,0
392745894,2016,1,0,0,0,289,69,0,1,0
392745894,2017,0,0,1,0,289,69,0,1,0
392745894,2018,0,0,1,0,289,69,0,1,0
392745993,2011,0,0,0,0,26,10,0,0,1
392745993,2012,0,0,0,0,26,10,0,0,1
392745993,2013,0,0,0,0,26,10,0,0,1
392745993,2014,0,0,0,0,26,10,0,0,1
392745993,2015,0,0,0,0,23,10,0,0,1
392745993,2016,0,0,0,0,23,30,0,0,1
392745993,2017,0,1,0,0,23,30,0,0,1
392745993,2018,0,0,0,1,23,30,0,0,1
392746041,2011,0,0,0,0,2291,251,0,1,1
392746041,2012,0,0,0,0,2291,1356,0,1,1
392746041,2013,0,0,0,0,2291,1356,0,1,1
392746041,2014,0,0,0,0,2291,1356,0,1,1
392746041,2015,0,1,0,0,2496,1356,0,1,1
392746041,2016,0,0,0,1,2496,1277,0,1,1
392746041,2017,0,0,0,1,2496,1277,0,1,1
392746041,2018,1,0,0,1,2496,1277,0,1,1
392746054,2011,0,0,0,0,2320,251,2,1,0
392746054,2012,0,0,0,0,2320,454,2,1,0
392746054,2013,0,0,0,0,2320,454,2,1,0
392746054,2014,0,0,0,0,2320,454,2,1,0
392746054,2015,0,0,0,0,2690,454,2,1,0
392746054,2016,1,0,0,0,2690,470,2,1,0
392746054,2017,0,0,1,0,2690,470,2,1,0
392746054,2018,0,0,1,0,2690,470,2,1,0
392746063,2011,0,0,0,0,1381,102,1,1,1
392746063,2012,0,0,0,0,1381,102,1,1,1
392746063,2013,0,0,0,0,1381,102,1,1,1
392746063,2014,0,0,0,0,1381,102,1,1,1
392746063,2015,1,1,0,0,1786,102,1,1,1
392746063,2016,0,0,1,1,1786,178,1,1,1
392746063,2017,0,0,1,1,1786,178,1,1,1
392746063,2018,0,0,1,1,1786,178,1,1,1
392746142,2011,0,0,0,0,1231,251,0,0,1
392746142,2012,0,0,0,0,1231,64,0,0,1
392746142,2013,0,0,0,0,1231,64,0,0,1
392746142,2014,0,0,0,0,1231,64,0,0,1
392746142,2015,0,0,0,0,1257,64,0,0,1
392746142,2016,0,1,0,0,1257,95,0,0,1
392746142,2017,0,0,0,1,1257,95,0,0,1
392746142,2018,0,0,0,1,1257,95,0,0,1
392746143,2011,0,0,0,0,513,251,0,0,1
392746143,2012,0,0,0,0,513,236,0,0,1
392746143,2013,0,0,0,0,513,236,0,0,1
392746143,2014,0,0,0,0,513,236,0,0,1
392746143,2015,0,0,0,0,604,236,0,0,1
392746143,2016,0,0,0,0,604,216,0,0,1
392746143,2017,0,1,0,0,604,216,0,0,1
392746143,2018,0,0,0,1,604,216,0,0,1
392746151,2011,0,0,0,0,1768,251,0,1,0
392746151,2012,1,0,0,0,1768,624,0,1,0
392746151,2013,0,0,1,0,1768,624,0,1,0
392746151,2014,0,0,1,0,1768,624,0,1,0
392746151,2015,0,0,1,0,2010,624,0,1,0
392746151,2016,0,0,1,0,2010,815,0,1,0
392746151,2017,0,0,1,0,2010,815,0,1,0
392746151,2018,0,0,1,0,2010,815,0,1,0
392746152,2011,0,0,0,0,2049,251,2,1,0
392746152,2012,0,0,0,0,2049,865,2,1,0
392746152,2013,0,0,0,0,2049,865,2,1,0
392746152,2014,0,0,0,0,2049,865,2,1,0
392746152,2015,0,0,0,0,2165,865,2,1,0
392746152,2016,0,0,0,0,2165,1015,2,1,0
392746152,2017,0,0,0,0,2165,1015,2,1,0
392746152,2018,1,0,0,0,2165,1015,2,1,0
392746154,2011,0,0,1,1,1928,251,0,1,0
392746154,2012,0,0,1,1,1928,1047,0,1,0
392746154,2013,0,0,1,1,1928,1047,0,1,0
392746154,2014,0,0,1,1,1928,1047,0,1,0
392746154,2015,1,0,1,1,2096,1047,0,1,0
392746154,2016,0,0,2,1,2096,933,0,1,0
392746154,2017,0,0,2,1,2096,933,0,1,0
392746154,2018,0,0,2,1,2096,933,0,1,0
392746161,2011,0,0,1,0,2304,102,0,1,0
392746161,2012,0,0,1,0,2304,102,0,1,0
392746161,2013,1,0,1,0,2304,102,0,1,0
392746161,2014,0,0,2,0,2304,102,0,1,0
392746161,2015,0,0,2,0,2545,102,0,1,0
392746161,2016,0,0,2,0,2545,442,0,1,0
392746161,2017,0,0,2,0,2545,442,0,1,0
392746161,2018,0,0,2,0,2545,442,0,1,0
392746164,2011,0,0,0,0,883,102,0,0,1
392746164,2012,0,0,0,0,883,102,0,0,1
392746164,2013,0,0,0,0,883,102,0,0,1
392746164,2014,0,0,0,0,883,102,0,0,1
392746164,2015,0,0,0,0,1117,102,0,0,1
392746164,2016,0,1,0,0,1117,545,0,0,1
392746164,2017,0,0,0,1,1117,545,0,0,1
392746164,2018,0,0,0,1,1117,545,0,0,1
392746184,2011,0,0,0,0,921,102,0,0,1
392746184,2012,0,0,0,0,921,48,0,0,1
392746184,2013,0,0,0,0,921,48,0,0,1
392746184,2014,0,0,0,0,921,48,0,0,1
392746184,2015,0,0,0,0,1110,48,0,0,1
392746184,2016,0,0,0,0,1110,52,0,0,1
392746184,2017,0,1,0,0,1110,52,0,0,1
392746184,2018,0,0,0,1,1110,52,0,0,1
392746242,2011,0,0,0,0,1422,251,0,1,0
392746242,2012,0,0,0,0,1422,282,0,1,0
392746242,2013,1,0,0,0,1422,282,0,1,0
392746242,2014,0,0,1,0,1422,282,0,1,0
392746242,2015,0,0,1,0,1469,282,0,1,0
392746242,2016,0,0,1,0,1469,331,0,1,0
392746242,2017,0,0,1,0,1469,331,0,1,0
392746242,2018,0,0,1,0,1469,331,0,1,0
392746244,2011,1,0,0,1,653,251,0,1,0
392746244,2012,0,0,1,1,653,602,0,1,0
392746244,2013,0,0,1,1,653,602,0,1,0
392746244,2014,0,0,1,1,653,602,0,1,0
392746244,2015,0,0,1,1,796,602,0,1,0
392746244,2016,0,0,1,1,796,727,0,1,0
392746244,2017,0,0,1,1,796,727,0,1,0
392746244,2018,0,0,1,1,796,727,0,1,0
392746251,2011,0,0,0,0,1071,102,0,1,1
392746251,2012,0,0,0,0,1071,102,0,1,1
392746251,2013,0,0,0,0,1071,102,0,1,1
392746251,2014,0,0,0,0,1071,102,0,1,1
392746251,2015,1,0,0,0,1030,102,0,1,1
392746251,2016,0,0,1,0,1030,545,0,1,1
392746251,2017,0,0,1,0,1030,545,0,1,1
392746251,2018,0,1,1,0,1030,545,0,1,1
392746253,2011,0,0,0,1,2201,102,1,1,0
392746253,2012,0,0,0,1,2201,102,1,1,0
392746253,2013,0,0,0,1,2201,102,1,1,0
392746253,2014,0,0,0,1,2201,102,1,1,0
392746253,2015,1,0,0,1,2295,102,1,1,0
392746253,2016,0,0,1,1,2295,435,1,1,0
392746253,2017,0,0,1,1,2295,435,1,1,0
392746253,2018,0,0,1,1,2295,435,1,1,0
392746263,2011,0,0,0,1,1237,102,0,1,2
392746263,2012,0,0,0,1,1237,102,0,1,2
392746263,2013,1,0,0,1,1237,102,0,1,2
392746263,2014,0,0,1,1,1237,102,0,1,2
392746263,2015,0,1,1,1,1237,102,0,1,2
392746263,2016,0,0,1,3,1237,539,0,1,2
392746263,2017,0,0,1,3,1237,539,0,1,2
392746263,2018,0,0,1,3,1237,539,0,1,2
392746353,2011,0,0,0,0,639,102,1,2,0
392746353,2012,0,0,0,0,639,102,1,2,0
392746353,2013,0,0,0,0,639,102,1,2,0
392746353,2014,0,0,0,0,639,102,1,2,0
392746353,2015,1,0,0,0,712,102,1,2,0
392746353,2016,1,0,1,0,712,2038,1,2,0
392746353,2017,0,0,2,0,712,2038,1,2,0
392746353,2018,0,0,2,0,712,2038,1,2,0
392746354,2011,0,0,1,0,1019,102,0,0,1
392746354,2012,0,0,1,0,1019,102,0,0,1
392746354,2013,0,0,1,0,1019,102,0,0,1
392746354,2014,0,0,1,0,1019,102,0,0,1
392746354,2015,0,0,1,0,1004,102,0,0,1
392746354,2016,0,1,1,0,1004,395,0,0,1
392746354,2017,0,0,1,1,1004,395,0,0,1
392746354,2018,0,0,1,1,1004,395,0,0,1
392746363,2011,0,0,0,0,843,102,1,1,0
392746363,2012,0,0,0,0,843,102,1,1,0
392746363,2013,0,0,0,0,843,102,1,1,0
392746363,2014,0,0,0,0,843,102,1,1,0
392746363,2015,0,0,0,0,933,102,1,1,0
392746363,2016,1,0,0,0,933,69,1,1,0
392746363,2017,0,0,1,0,933,69,1,1,0
392746363,2018,0,0,1,0,933,69,1,1,0
392746371,2011,0,0,0,0,1254,102,0,1,0
392746371,2012,0,0,0,0,1254,228,0,1,0
392746371,2013,0,0,0,0,1254,228,0,1,0
392746371,2014,0,0,0,0,1254,228,0,1,0
392746371,2015,0,0,0,0,1213,228,0,1,0
392746371,2016,0,0,0,0,1213,305,0,1,0
392746371,2017,0,0,0,0,1213,305,0,1,0
392746371,2018,1,0,0,0,1213,305,0,1,0
392746372,2011,0,0,0,0,1849,102,0,1,0
392746372,2012,0,0,0,0,1849,286,0,1,0
392746372,2013,0,0,0,0,1849,286,0,1,0
392746372,2014,0,0,0,0,1849,286,0,1,0
392746372,2015,1,0,0,0,1970,286,0,1,0
392746372,2016,0,0,1,0,1970,290,0,1,0
392746372,2017,0,0,1,0,1970,290,0,1,0
392746372,2018,0,0,1,0,1970,290,0,1,0
392746451,2011,0,0,0,0,605,251,1,0,1
392746451,2012,0,0,0,0,605,597,1,0,1
392746451,2013,0,0,0,0,605,597,1,0,1
392746451,2014,0,0,0,0,605,597,1,0,1
392746451,2015,0,0,0,0,653,597,1,0,1
392746451,2016,0,0,0,0,653,584,1,0,1
392746451,2017,0,0,0,0,653,584,1,0,1
392746451,2018,0,1,0,0,653,584,1,0,1
392746463,2011,0,0,0,0,263,102,0,1,0
392746463,2012,0,0,0,0,263,102,0,1,0
392746463,2013,0,0,0,0,263,102,0,1,0
392746463,2014,1,0,0,0,263,102,0,1,0
392746463,2015,0,0,1,0,304,102,0,1,0
392746463,2016,0,0,1,0,304,166,0,1,0
392746463,2017,0,0,1,0,304,166,0,1,0
392746463,2018,0,0,1,0,304,166,0,1,0
392746482,2011,0,0,0,0,1570,102,0,1,0
392746482,2012,0,0,0,0,1570,128,0,1,0
392746482,2013,0,0,0,0,1570,128,0,1,0
392746482,2014,0,0,0,0,1570,128,0,1,0
392746482,2015,1,0,0,0,1716,128,0,1,0
392746482,2016,0,0,1,0,1716,137,0,1,0
392746482,2017,0,0,1,0,1716,137,0,1,0
392746482,2018,0,0,1,0,1716,137,0,1,0
392746484,2011,0,0,0,0,1169,102,3,0,1
392746484,2012,0,0,0,0,1169,523,3,0,1
392746484,2013,0,0,0,0,1169,523,3,0,1
392746484,2014,0,1,0,0,1169,523,3,0,1
392746484,2015,0,0,0,1,1109,523,3,0,1
392746484,2016,0,0,0,1,1109,604,3,0,1
392746484,2017,0,0,0,1,1109,604,3,0,1
392746484,2018,0,0,0,1,1109,604,3,0,1
392746491,2011,0,0,0,0,1079,102,0,0,1
392746491,2012,0,0,0,0,1079,164,0,0,1
392746491,2013,0,0,0,0,1079,164,0,0,1
392746491,2014,0,0,0,0,1079,164,0,0,1
392746491,2015,0,0,0,0,1078,164,0,0,1
392746491,2016,0,1,0,0,1078,128,0,0,1
392746491,2017,0,0,0,1,1078,128,0,0,1
392746491,2018,0,0,0,1,1078,128,0,0,1
392746573,2011,0,0,0,0,335,102,0,0,1
392746573,2012,0,0,0,0,335,118,0,0,1
392746573,2013,0,0,0,0,335,118,0,0,1
392746573,2014,0,0,0,0,335,118,0,0,1
392746573,2015,0,0,0,0,344,118,0,0,1
392746573,2016,0,0,0,0,344,150,0,0,1
392746573,2017,0,0,0,0,344,150,0,0,1
392746573,2018,0,1,0,0,344,150,0,0,1
392746581,2011,0,0,1,1,1895,102,0,1,0
392746581,2012,0,0,1,1,1895,1051,0,1,0
392746581,2013,0,0,1,1,1895,1051,0,1,0
392746581,2014,0,0,1,1,1895,1051,0,1,0
392746581,2015,0,0,1,1,2037,1051,0,1,0
392746581,2016,1,0,1,1,2037,1101,0,1,0
392746581,2017,0,0,2,1,2037,1101,0,1,0
392746581,2018,0,0,2,1,2037,1101,0,1,0
392746583,2011,0,0,1,0,1078,102,0,1,0
392746583,2012,0,0,1,0,1078,434,0,1,0
392746583,2013,1,0,1,0,1078,434,0,1,0
392746583,2014,0,0,2,0,1078,434,0,1,0
392746583,2015,0,0,2,0,1195,434,0,1,0
392746583,2016,0,0,2,0,1195,347,0,1,0
392746583,2017,0,0,2,0,1195,347,0,1,0
392746583,2018,0,0,2,0,1195,347,0,1,0
392746591,2011,0,0,0,0,617,102,0,0,1
392746591,2012,0,0,0,0,617,45,0,0,1
392746591,2013,0,0,0,0,617,45,0,0,1
392746591,2014,0,0,0,0,617,45,0,0,1
392746591,2015,0,1,0,0,660,45,0,0,1
392746591,2016,0,0,0,1,660,63,0,0,1
392746591,2017,0,0,0,1,660,63,0,0,1
392746591,2018,0,0,0,1,660,63,0,0,1
392746661,2011,0,0,1,1,586,102,0,1,0
392746661,2012,1,0,1,1,586,102,0,1,0
392746661,2013,0,0,2,1,586,102,0,1,0
392746661,2014,0,0,2,1,586,102,0,1,0
392746661,2015,0,0,2,1,742,102,0,1,0
392746661,2016,0,0,2,1,742,377,0,1,0
392746661,2017,0,0,2,1,742,377,0,1,0
392746661,2018,0,0,2,1,742,377,0,1,0
392746761,2011,0,0,0,0,241,102,0,0,1
392746761,2012,0,0,0,0,241,102,0,0,1
392746761,2013,0,0,0,0,241,102,0,0,1
392746761,2014,0,0,0,0,241,102,0,0,1
392746761,2015,0,0,0,0,263,102,0,0,1
392746761,2016,0,1,0,0,263,60,0,0,1
392746761,2017,0,0,0,1,263,60,0,0,1
392746761,2018,0,0,0,1,263,60,0,0,1
392746954,2011,0,0,0,0,1461,102,0,1,1
392746954,2012,0,0,0,0,1461,146,0,1,1
392746954,2013,1,0,0,0,1461,146,0,1,1
392746954,2014,0,0,1,0,1461,146,0,1,1
392746954,2015,0,0,1,0,1593,146,0,1,1
392746954,2016,0,0,1,0,1593,131,0,1,1
392746954,2017,0,0,1,0,1593,131,0,1,1
392746954,2018,0,1,1,0,1593,131,0,1,1
392746961,2011,0,0,0,0,812,102,1,1,0
392746961,2012,0,0,0,0,812,290,1,1,0
392746961,2013,0,0,0,0,812,290,1,1,0
392746961,2014,0,0,0,0,812,290,1,1,0
392746961,2015,0,0,0,0,857,290,1,1,0
392746961,2016,1,0,0,0,857,181,1,1,0
392746961,2017,0,0,1,0,857,181,1,1,0
392746961,2018,0,0,1,0,857,181,1,1,0
392747102,2011,0,0,0,0,261,102,0,0,1
392747102,2012,0,0,0,0,261,33,0,0,1
392747102,2013,0,0,0,0,261,33,0,0,1
392747102,2014,0,0,0,0,261,33,0,0,1
392747102,2015,0,0,0,0,223,33,0,0,1
392747102,2016,0,1,0,0,223,6,0,0,1
392747102,2017,0,0,0,1,223,6,0,0,1
392747102,2018,0,0,0,1,223,6,0,0,1
392756161,2011,0,0,0,0,1019,102,1,0,1
392756161,2012,0,1,0,0,1019,533,1,0,1
392756161,2013,0,0,0,1,1019,533,1,0,1
392756161,2014,0,0,0,1,1019,533,1,0,1
392756161,2015,0,0,0,1,998,533,1,0,1
392756161,2016,0,0,0,1,998,622,1,0,1
392756161,2017,0,0,0,1,998,622,1,0,1
392756161,2018,0,0,0,1,998,622,1,0,1
392756252,2011,1,0,0,0,10,10,0,1,0
392756252,2012,0,0,1,0,10,10,0,1,0
392756252,2013,0,0,1,0,10,10,0,1,0
392756252,2014,0,0,1,0,10,10,0,1,0
392756252,2015,0,0,1,0,79,10,0,1,0
392756252,2016,0,0,1,0,79,108,0,1,0
392756252,2017,0,0,1,0,79,108,0,1,0
392756252,2018,0,0,1,0,79,108,0,1,0
392756261,2011,0,0,0,0,373,102,0,0,1
392756261,2012,0,0,0,0,373,202,0,0,1
392756261,2013,0,0,0,0,373,202,0,0,1
392756261,2014,0,0,0,0,373,202,0,0,1
392756261,2015,0,0,0,0,319,202,0,0,1
392756261,2016,0,0,0,0,319,180,0,0,1
392756261,2017,0,1,0,0,319,180,0,0,1
392756261,2018,0,0,0,1,319,180,0,0,1
392757913,2011,0,0,0,0,51,10,0,0,1
392757913,2012,0,0,0,0,51,4,0,0,1
392757913,2013,0,0,0,0,51,4,0,0,1
392757913,2014,0,1,0,0,51,4,0,0,1
392757913,2015,0,0,0,1,44,4,0,0,1
392757913,2016,0,0,0,1,44,3,0,0,1
392757913,2017,0,0,0,1,44,3,0,0,1
392757913,2018,0,0,0,1,44,3,0,0,1
392767343,2011,0,0,0,1,78,10,0,0,1
392767343,2012,0,0,0,1,78,10,0,0,1
392767343,2013,0,0,0,1,78,10,0,0,1
392767343,2014,0,0,0,1,78,10,0,0,1
392767343,2015,0,0,0,1,92,10,0,0,1
392767343,2016,0,0,0,1,92,14,0,0,1
392767343,2017,0,0,0,1,92,14,0,0,1
392767343,2018,0,1,0,1,92,14,0,0,1
392777083,2011,0,0,0,0,715,31,1,1,0
392777083,2012,0,0,0,0,715,656,1,1,0
392777083,2013,0,0,0,0,715,656,1,1,0
392777083,2014,0,0,0,0,715,656,1,1,0
392777083,2015,0,0,0,0,656,656,1,1,0
392777083,2016,1,0,0,0,656,744,1,1,0
392777083,2017,0,0,1,0,656,744,1,1,0
392777083,2018,0,0,1,0,656,744,1,1,0
392777084,2011,0,0,0,1,1907,31,1,1,0
392777084,2012,0,0,0,1,1907,1893,1,1,0
392777084,2013,0,0,0,1,1907,1893,1,1,0
392777084,2014,1,0,0,1,1907,1893,1,1,0
392777084,2015,0,0,1,1,1948,1893,1,1,0
392777084,2016,0,0,1,1,1948,1715,1,1,0
392777084,2017,0,0,1,1,1948,1715,1,1,0
392777084,2018,0,0,1,1,1948,1715,1,1,0
392777173,2011,0,0,0,0,1487,31,0,1,1
392777173,2012,0,0,0,0,1487,509,0,1,1
392777173,2013,1,0,0,0,1487,509,0,1,1
392777173,2014,0,0,1,0,1487,509,0,1,1
392777173,2015,0,0,1,0,1710,509,0,1,1
392777173,2016,0,1,1,0,1710,548,0,1,1
392777173,2017,0,0,1,1,1710,548,0,1,1
392777173,2018,0,0,1,1,1710,548,0,1,1
392777184,2011,0,0,0,0,1053,31,0,0,1
392777184,2012,0,0,0,0,1053,279,0,0,1
392777184,2013,0,0,0,0,1053,279,0,0,1
392777184,2014,0,0,0,0,1053,279,0,0,1
392777184,2015,0,0,0,0,1230,279,0,0,1
392777184,2016,0,0,0,0,1230,282,0,0,1
392777184,2017,0,0,0,0,1230,282,0,0,1
392777184,2018,0,1,0,0,1230,282,0,0,1
392777264,2011,0,1,0,0,114,31,0,0,1
392777264,2012,0,0,0,1,114,105,0,0,1
392777264,2013,0,0,0,1,114,105,0,0,1
392777264,2014,0,0,0,1,114,105,0,0,1
392777264,2015,0,0,0,1,234,105,0,0,1
392777264,2016,0,0,0,1,234,104,0,0,1
392777264,2017,0,0,0,1,234,104,0,0,1
392777264,2018,0,0,0,1,234,104,0,0,1
392777273,2011,0,0,0,0,766,31,1,1,0
392777273,2012,0,0,0,0,766,880,1,1,0
392777273,2013,0,0,0,0,766,880,1,1,0
392777273,2014,0,0,0,0,766,880,1,1,0
392777273,2015,1,0,0,0,870,880,1,1,0
392777273,2016,0,0,1,0,870,1352,1,1,0
